county_fips,state_code,region,as_weighted_avg20062011,ba_weighted_avg20062011,be_weighted_avg20062011,cd_weighted_avg20062011,cr_weighted_avg20062011,hg_weighted_avg20062011,se_weighted_avg20062011,u_weighted_avg20002011
20183,KS,CMW,5.39,151.26,0.14,0.04,2.23,0.14,15.09,19.75
20189,KS,CMW,1.85,21.78,0.14,0.04,5.83,0.14,8.37,13
20203,KS,CMW,5.43,56.25,0.14,0.04,2.31,0.14,10.68,19.5
20209,KS,CMW,0.43,150.74,0.14,0.04,0.16,0.14,0.55,4.8
21003,KY,SE,0.35,14.19,0.14,0.04,0.06,0.14,0.42,0.35
21005,KY,SE,0.35,15.23,0.14,0.04,0.06,0.14,0.42,0.35
21007,KY,SE,0.35,23.63,0.14,0.04,0.36,0.14,0.54,0.4
21013,KY,SE,0.35,5.75,0.14,0.04,0.22,0.14,0.42,0.35
21017,KY,SE,0.35,14.14,0.14,0.04,0.47,0.14,0.42,0.41
21021,KY,SE,0.35,12.46,0.14,0.04,0.06,0.14,0.42,0.35
21025,KY,SE,0.35,28.29,0.14,0.04,0.07,0.14,0.43,0.35
21033,KY,SE,0.35,20.67,0.14,0.04,0.06,0.14,0.42,0.62
21035,KY,SE,0.35,6.08,0.14,0.04,0.14,0.14,0.42,0.74
21041,KY,SE,0.35,13.42,0.14,0.04,0.06,0.14,0.42,0.47
21047,KY,SE,0.35,18.45,0.14,0.04,0.06,0.14,0.38,0.35
21061,KY,SE,0.35,5.14,0.14,0.04,0.06,0.14,0.61,0.35
21063,KY,SE,0.35,175,0.14,0.04,0.53,0.14,0.42,1.5
21067,KY,SE,0.46,26.67,0.14,0.04,0.06,0.14,0.42,0.66
21077,KY,SE,0.35,17.46,0.14,0.04,0.06,0.14,0.42,0.43
21079,KY,SE,0.35,34.76,0.14,0.04,0.22,0.14,0.42,0.49
21085,KY,SE,0.45,19.4,0.14,0.04,0.87,0.14,0.42,0.35
21091,KY,SE,0.35,34.11,0.14,0.05,0.55,0.14,0.8,0.38
21093,KY,SE,0.35,25.04,0.14,0.04,0.24,0.14,0.48,0.39
21095,KY,SE,0.35,90.73,0.14,0.04,0.31,0.14,0.79,1
21097,KY,SE,0.35,8.88,0.14,0.04,0.06,0.14,0.42,0.35
21101,KY,SE,0.35,13.41,0.14,0.04,0.06,0.14,2.84,0.36
21103,KY,SE,0.35,20.79,0.14,0.04,0.06,0.14,0.42,0.35
21111,KY,SE,0.35,12.95,0.14,0.04,1.9,0.14,0.42,0.35
21113,KY,SE,0.35,29.09,0.14,0.04,0.06,0.14,0.42,0.47
21117,KY,SE,0.35,28.14,0.14,0.04,0.06,0.14,0.42,0.4
21119,KY,SE,0.35,372.03,0.14,0.04,0.06,0.14,0.42,0.5
21127,KY,SE,0.35,8.81,0.14,0.04,0.06,0.14,0.42,0.35
21133,KY,SE,0.35,19.13,0.14,0.04,0.22,0.14,1.39,1.5
21135,KY,SE,0.68,0.57,0.14,0.04,0.41,0.14,0.62,2.09
21137,KY,SE,0.35,7.12,0.14,0.04,0.06,0.14,0.42,0.35
21139,KY,SE,0.35,16.82,0.14,0.04,0.06,0.14,0.42,0.35
21149,KY,SE,0.35,19.98,0.14,0.04,0.06,0.14,0.42,0.7
21157,KY,SE,0.35,17.4,0.14,0.04,0.4,0.14,0.71,0.35
21163,KY,SE,0.35,17.29,0.14,0.04,0.06,0.14,0.42,0.41
21179,KY,SE,0.35,17.86,0.14,0.04,0.06,0.14,0.42,0.35
21183,KY,SE,0.49,27.29,0.75,0.16,0.25,0.13,0.68,0.65
21185,KY,SE,0.35,21.29,0.14,0.04,0.06,0.14,0.42,0.35
21187,KY,SE,0.35,8.5,0.14,0.04,0.06,0.14,0.42,0.35
21189,KY,SE,0.35,28.83,0.14,0.04,0.06,0.14,0.42,0.35
21211,KY,SE,0.35,2.88,0.14,0.04,0.22,0.14,0.42,0.35
21213,KY,SE,0.35,31.8,0.14,0.04,0.06,0.14,0.42,0.35
21217,KY,SE,0.35,6.55,0.14,0.04,1.05,0.14,0.42,1.19
21223,KY,SE,0.35,17.46,0.14,0.04,0.06,0.14,0.42,0.47
21225,KY,SE,0.35,19.35,0.14,0.04,0.24,0.14,0.42,0.56
21227,KY,SE,0.35,14.29,0.14,0.04,2.51,0.14,1.53,0.46
21233,KY,SE,0.64,12.7,0.14,0.04,0.11,0.14,0.42,0.35
21239,KY,SE,0.35,25.09,0.14,0.04,0.06,0.14,0.42,0.35
22001,LA,SE,0.42,156.15,0.14,0.04,0.06,0.14,0.42,0.35
22003,LA,SE,3.83,9.43,0.14,0.04,0.06,0.14,0.42,0.42
22005,LA,SE,0.71,7.95,0.14,0.04,0.06,0.14,0.42,0.74
22007,LA,SE,1.7,16.16,0.14,0.04,0.06,0.14,0.42,0.96
22009,LA,SE,0.81,23.37,0.14,0.04,0.06,0.15,0.42,0.36
22011,LA,SE,0.75,14.67,0.14,0.04,0.06,0.17,0.42,0.35
22013,LA,SE,0.38,19.16,0.15,0.05,0.2,0.14,0.42,0.38
22015,LA,SE,0.86,30.3,0.14,0.04,0.06,0.14,0.59,0.36
22017,LA,SE,0.51,17.39,0.14,0.04,0.08,0.14,0.44,0.35
22019,LA,SE,0.51,28.2,0.14,0.04,0.06,0.14,0.42,0.35
22021,LA,SE,0.55,14.8,0.14,0.04,2.37,0.14,0.42,0.35
22023,LA,SE,0.39,47.78,0.14,0.04,0.06,0.14,0.42,0.35
22025,LA,SE,0.39,3.2,0.2,0.09,0.06,0.14,0.42,0.37
22027,LA,SE,0.37,6.01,0.16,0.06,0.07,0.14,0.42,0.44
22029,LA,SE,0.58,300.58,0.14,0.04,0.06,0.14,0.42,0.51
22031,LA,SE,0.56,15.49,0.14,0.04,0.06,0.14,0.42,0.4
22033,LA,SE,0.52,2.69,0.14,0.04,0.06,0.14,0.42,0.37
22035,LA,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.35
22037,LA,SE,0.36,0.57,0.14,0.04,0.06,0.14,0.42,0.35
22039,LA,SE,0.81,46.82,0.14,0.04,0.06,0.14,0.42,0.37
22041,LA,SE,1.33,5.2,0.14,0.04,0.24,0.14,0.42,0.41
22043,LA,SE,0.59,3.91,0.14,0.04,0.06,0.14,0.42,0.37
22045,LA,SE,0.99,51.74,0.14,0.04,0.06,0.14,0.42,0.35
22047,LA,SE,2.31,8.37,0.14,0.04,0.06,0.14,0.42,0.35
22049,LA,SE,0.38,0.63,0.22,0.4,1.45,0.14,0.42,0.38
22051,LA,SE,0.7,14.17,0.14,0.04,0.06,0.17,0.42,0.59
22053,LA,SE,0.37,110.47,0.14,0.04,0.06,0.14,0.42,0.37
22055,LA,SE,0.82,68.57,0.14,0.04,0.08,0.14,0.42,0.35
22057,LA,SE,1.09,12.85,0.14,0.04,0.06,0.14,0.42,0.85
22059,LA,SE,0.41,0.57,0.14,0.04,0.06,0.14,0.42,0.35
22061,LA,SE,0.47,0.7,0.14,0.04,0.07,0.14,0.44,0.35
22063,LA,SE,0.47,2.41,0.14,0.04,0.06,0.14,0.42,0.36
22065,LA,SE,2.81,0.57,0.14,0.04,0.06,0.14,0.42,0.35
22067,LA,SE,0.86,119.2,0.14,0.04,0.06,0.14,0.46,0.43
22069,LA,SE,0.72,24.68,0.14,0.04,0.06,0.14,0.42,0.42
22071,LA,SE,0.71,11.08,0.14,0.04,0.06,0.14,0.42,1.24
22073,LA,SE,0.7,0.96,0.14,0.07,0.06,0.14,0.42,0.35
22075,LA,SE,0.77,20.28,0.14,0.04,0.06,0.14,0.42,0.75
22077,LA,SE,0.41,3.74,0.14,0.04,0.06,0.16,0.42,0.39
22079,LA,SE,0.7,1.97,0.14,0.04,0.06,0.17,0.42,0.55
22081,LA,SE,0.62,1.43,0.14,0.04,0.06,0.14,0.42,0.44
22083,LA,SE,1.18,2.88,0.14,0.04,0.28,0.14,0.42,0.52
22085,LA,SE,0.49,16.62,0.14,0.04,0.73,0.14,0.42,0.35
22087,LA,SE,1.12,21.55,0.14,0.2,0.06,0.14,2.02,1.5
22089,LA,SE,1.22,18.22,0.14,0.04,0.06,0.14,0.42,1.18
22091,LA,SE,0.59,7.94,0.14,0.04,0.06,0.14,0.42,0.35
22093,LA,SE,1.26,19.2,0.14,0.04,0.06,0.14,0.42,1.5
22095,LA,SE,1.08,14.31,0.14,0.04,0.06,0.14,0.42,0.38
22097,LA,SE,0.51,48.04,0.14,0.04,0.06,0.14,0.43,0.36
22099,LA,SE,2.77,121.36,0.14,0.04,0.06,0.14,0.42,0.41
22101,LA,SE,1.03,54.64,0.14,0.04,0.06,0.14,0.42,0.43
22103,LA,SE,0.43,2.55,0.14,0.04,0.06,0.15,0.42,0.36
22105,LA,SE,0.39,0.57,0.14,0.04,0.06,0.15,0.42,0.36
22107,LA,SE,0.91,5.81,0.14,0.04,0.06,0.14,0.42,0.35
22109,LA,SE,0.7,11.76,0.14,0.04,0.06,0.14,0.42,0.52
22111,LA,SE,0.73,1.33,0.14,0.04,0.06,0.14,0.88,0.35
22113,LA,SE,1.22,161.05,0.14,0.04,0.06,0.14,0.42,0.35
22115,LA,SE,0.81,9.14,0.14,0.04,0.06,0.14,0.42,0.35
22117,LA,SE,0.52,0.6,0.14,0.04,0.06,0.14,0.42,0.41
22119,LA,SE,0.4,1.55,0.14,0.06,0.08,0.14,0.52,0.35
22121,LA,SE,1.72,42.38,0.14,0.04,0.06,0.14,0.42,0.49
22123,LA,SE,1.25,62.35,0.14,0.1,0.06,0.14,0.42,0.44
22125,LA,SE,0.66,0.57,0.14,0.04,0.06,0.14,0.42,0.35
22127,LA,SE,0.45,11.24,0.14,0.04,0.64,0.16,0.42,0.35
25019,MA,NE,0.46,0.86,1.2,1.56,1.76,0.17,0.41,0.35
26101,MI,EMW,1.76,30.66,0.28,0.23,0.06,0.07,2.72,1.5
26105,MI,EMW,1.54,19.99,0.28,0.21,0.06,0.07,2.61,1.5
27003,MN,EMW,2.7,62.69,0.14,0.04,0.06,0.13,0.49,0.46
27007,MN,EMW,1.33,41.9,0.14,0.04,0.07,0.14,1.32,0.48
27019,MN,EMW,1.34,59.8,0.14,0.04,0.06,0.13,0.42,0.45
27021,MN,EMW,1.18,43.15,0.14,0.04,0.09,0.14,0.42,0.47
27023,MN,EMW,1.36,75.23,0.13,0.04,0.06,0.14,4.07,13.56
27025,MN,EMW,0.68,45.35,0.14,0.04,0.06,0.14,0.42,2.21
27037,MN,EMW,0.48,134.46,0.14,0.05,0.06,0.14,0.44,1.25
27043,MN,EMW,1.16,21.8,0.14,0.04,0.06,0.14,0.42,0.88
27049,MN,EMW,0.73,27.91,0.14,0.04,0.06,0.12,0.48,0.56
27053,MN,EMW,0.56,37.76,0.14,0.04,0.07,0.14,0.42,0.37
27055,MN,EMW,0.35,37.39,0.14,0.04,0.06,0.14,0.42,0.44
27057,MN,EMW,0.72,67.88,0.14,0.04,0.09,0.14,0.42,0.48
27059,MN,EMW,0.76,45.17,0.14,0.04,0.06,0.11,0.42,1.76
27063,MN,EMW,1.55,0.57,0.14,0.04,0.06,0.14,0.42,9.85
27079,MN,EMW,1.09,76.78,0.14,0.04,0.06,0.14,0.43,2.47
27103,MN,EMW,0.54,15.65,0.14,0.04,0.06,0.13,0.42,0.56
27115,MN,EMW,0.65,70.88,0.14,0.04,0.06,0.13,0.42,0.39
27117,MN,EMW,1.5,109.17,0.14,0.04,0.06,0.13,8.3,16.35
27131,MN,EMW,0.61,152.14,0.14,0.04,0.06,0.14,0.42,2.33
27133,MN,EMW,0.84,109.57,0.14,0.04,0.06,0.14,0.42,21.34
27139,MN,EMW,0.63,123.36,0.14,0.04,0.16,0.13,0.67,1.16
27143,MN,EMW,1.67,83.84,0.14,0.04,0.06,0.14,0.42,3.68
27163,MN,EMW,1.42,5.86,0.14,0.04,0.06,0.12,0.6,8.66
27171,MN,EMW,1.17,123.83,0.14,0.04,0.06,0.13,0.42,0.35
29019,MO,CMW,0.35,64.58,0.14,0.04,1.45,0.14,0.42,1.45
29043,MO,CMW,0.35,45.99,0.14,0.04,1.21,0.14,0.54,3.9
29053,MO,CMW,1.08,88.38,0.14,0.04,1.34,0.14,0.42,0.35
29071,MO,CMW,0.41,203.79,0.14,0.04,0.45,0.14,0.42,0.4
29081,MO,CMW,0.43,76.51,0.14,0.04,1.44,0.14,0.42,1
29097,MO,CMW,0.4,111.76,0.14,0.04,0.52,0.15,0.44,0.47
29099,MO,CMW,0.82,96.54,0.14,0.18,1.35,0.14,0.42,0.51
29113,MO,CMW,0.36,27.7,0.14,0.04,1.28,0.15,0.42,0.84
29119,MO,CMW,0.46,12.63,0.14,0.05,0.77,0.17,0.42,0.44
29157,MO,CMW,0.48,88.61,0.14,0.04,0.51,0.14,0.42,0.35
29161,MO,CMW,0.39,79.56,0.14,0.04,0.47,0.14,0.42,0.46
29169,MO,CMW,0.38,65.22,0.14,0.04,0.81,0.14,0.42,0.4
29187,MO,CMW,0.57,27.91,0.14,0.14,1.16,0.14,0.42,9.29
29203,MO,CMW,0.35,27.47,0.14,0.04,0.68,0.14,0.42,0.35
29213,MO,CMW,0.37,18.36,0.14,0.04,1.38,0.14,0.42,8.02
29221,MO,CMW,1.09,92.91,0.14,0.06,0.34,0.14,0.42,1.14
29223,MO,CMW,0.36,23.19,0.14,0.04,1.18,0.19,0.42,1.98
30001,MT,PNW,4.53,20.79,0.14,0.06,0.23,0.11,1.1,4.52
30003,MT,PNW,0.36,2.92,0.14,0.04,0.06,0.14,0.42,2.45
30005,MT,PNW,0.78,3.32,0.14,0.04,0.07,0.14,0.79,1.3
30007,MT,PNW,4.64,31.4,0.14,0.04,0.06,0.14,0.42,5
30009,MT,PNW,0.38,13.63,0.14,0.12,0.08,0.14,0.74,3.6
30015,MT,PNW,3.99,16.55,0.14,0.04,0.06,0.14,0.5,1.41
30017,MT,PNW,3.65,0.57,0.14,0.04,0.06,0.14,0.42,3
30019,MT,PNW,7.05,0.57,0.14,0.04,0.06,0.14,0.42,1.88
30021,MT,PNW,0.59,0.57,0.14,0.32,4.47,0.14,0.42,0.35
30025,MT,PNW,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.57
30027,MT,PNW,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.48
30029,MT,PNW,0.53,105.14,0.14,0.04,0.06,0.14,0.42,3.51
30031,MT,PNW,0.67,19.36,0.14,0.04,0.12,0.14,0.42,0.95
30033,MT,PNW,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.35
30035,MT,PNW,0.49,98.86,0.14,0.04,0.06,0.14,1.71,0.47
30037,MT,PNW,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.35
30041,MT,PNW,0.57,2.75,0.14,0.04,0.23,0.14,0.47,3.32
30043,MT,PNW,2.9,17.59,0.14,0.04,0.06,0.14,0.58,28.72
30045,MT,PNW,0.35,0.57,0.14,0.14,0.06,0.14,0.42,1.5
30047,MT,PNW,0.71,106.12,0.14,0.04,0.06,0.14,0.42,2.43
30051,MT,PNW,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.94
30053,MT,PNW,0.53,92.82,0.14,0.04,0.06,0.14,0.42,1.24
30055,MT,PNW,2.39,0.57,0.14,0.04,0.06,0.14,0.42,1.05
30057,MT,PNW,3.91,9.37,0.14,0.04,0.06,0.14,2.95,0.64
30059,MT,PNW,3.22,0.57,0.14,0.04,0.06,0.14,0.42,3
30061,MT,PNW,0.97,135.97,0.14,0.06,0.06,0.14,0.42,1.28
30063,MT,PNW,1.08,265.89,0.14,0.04,0.06,0.14,0.42,1.55
30069,MT,PNW,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.35
30077,MT,PNW,3.34,48.3,0.14,0.04,0.18,0.14,0.42,6
30079,MT,PNW,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.35
30081,MT,PNW,0.9,2.37,0.14,0.04,0.07,0.14,0.42,3.04
30083,MT,PNW,0.38,1.59,0.14,0.04,0.06,0.14,0.42,4.19
30085,MT,PNW,1.85,0.57,0.14,0.04,0.06,0.14,0.42,1.93
30087,MT,PNW,2.17,14.99,0.14,0.04,0.07,0.14,0.42,1.89
30089,MT,PNW,2.35,25.85,0.14,0.04,0.06,0.14,0.42,0.53
30093,MT,PNW,1.6,0.57,0.14,0.04,0.06,0.14,0.42,1.02
30095,MT,PNW,1.86,27.81,0.14,0.04,2.28,0.14,1.93,23.39
30099,MT,PNW,1.08,33.12,0.14,0.04,0.31,0.14,1.16,2.18
30101,MT,PNW,0.59,4.17,0.14,0.04,0.06,0.14,1.43,1.31
30103,MT,PNW,3.07,0.57,0.14,0.04,0.06,0.14,0.42,4
30105,MT,PNW,3.54,0.57,0.14,0.04,0.06,0.14,0.61,3.74
31001,NE,CMW,2.45,188.86,0.14,0.04,7.16,0.14,17.14,11.19
31013,NE,CMW,8.88,53.34,0.14,0.04,5.94,0.14,4.25,31.73
31019,NE,CMW,5.73,79.65,0.14,0.04,4.26,0.14,1.92,22.67
31025,NE,CMW,1.2,124.54,0.14,0.04,6.99,0.14,1.83,1.36
31027,NE,CMW,2.9,51.53,0.14,0.04,6.19,0.14,11.42,15.08
31033,NE,CMW,6.38,219.59,0.14,0.04,5.06,0.14,5.84,21.38
31037,NE,CMW,4.9,186.13,0.14,0.04,10.08,0.14,5.73,27.42
31039,NE,CMW,2.18,283.27,0.14,0.04,7.46,0.14,12.86,32.97
31041,NE,CMW,6.93,183.68,0.14,0.04,6.5,0.14,1.27,7.09
31047,NE,CMW,8.41,70.89,0.14,0.04,8.16,0.14,1.88,25.92
31049,NE,CMW,10.27,200.64,0.14,0.04,6.19,0.14,0.42,13.16
31051,NE,CMW,2.64,144.14,0.14,0.04,8.53,0.14,5.74,5.87
31057,NE,CMW,12.37,114.63,0.14,0.04,4.52,0.14,15.03,48.64
31059,NE,CMW,5.57,120.84,0.14,0.04,3.27,0.14,6.12,1.73
31065,NE,CMW,7.98,214.13,0.14,0.04,7.12,0.14,5.77,40.38
31069,NE,CMW,9.03,215.31,0.14,0.04,6.81,0.14,7.28,30.33
31079,NE,CMW,2.59,110.95,0.14,0.04,6.85,0.14,3.28,33.26
31081,NE,CMW,5.52,146.28,0.14,0.04,8.18,0.14,7.36,8.2
31087,NE,CMW,8.32,95.92,0.14,0.04,6.44,0.14,0.42,19.27
31097,NE,CMW,1.53,73.59,0.14,0.04,6.44,0.14,2.8,8.06
31099,NE,CMW,3.42,140.37,0.14,0.04,5.89,0.14,8.58,55.8
31101,NE,CMW,6.21,100.66,0.14,0.04,3.32,0.14,1.2,16.55
31107,NE,CMW,4.47,97.57,0.14,0.04,6.41,0.14,2.98,3.72
31109,NE,CMW,7.22,117.96,0.14,0.04,7,0.14,3.27,10.15
31111,NE,CMW,4.48,106.1,0.14,0.04,4.56,0.14,0.89,27.54
31121,NE,CMW,4.69,197.46,0.14,0.04,2.69,0.14,4.65,26.62
31123,NE,CMW,4.46,54.39,0.14,0.04,7.25,0.14,2.68,77.25
31125,NE,CMW,5.85,172.35,0.14,0.04,8.81,0.14,22.43,15.59
31127,NE,CMW,2.39,168.32,0.14,0.04,9,0.14,6.56,12.88
31129,NE,CMW,3.18,220.34,0.14,0.04,15.28,0.14,2.53,14.76
31133,NE,CMW,1.5,90.02,0.14,0.04,7.01,0.14,6.73,5.22
31137,NE,CMW,5.01,97.87,0.14,0.04,5.75,0.14,14.14,12.16
31143,NE,CMW,14.87,165.21,0.14,0.04,10.44,0.14,8.26,10.86
31145,NE,CMW,7.9,89.14,0.14,0.04,6.1,0.14,6.29,36.35
31155,NE,CMW,3.01,115.16,0.14,0.04,7.1,0.14,5.71,9.1
31157,NE,CMW,6.24,80.27,0.14,0.04,5.68,0.14,2.7,36.12
31167,NE,CMW,3.46,146.22,0.14,0.04,2.2,0.14,3.24,13.85
31173,NE,CMW,0.46,78.24,0.14,0.04,6.36,0.14,9.16,2.17
31175,NE,CMW,5.5,114.99,0.14,0.04,11,0.14,8.1,14.07
31179,NE,CMW,2.71,62.24,0.14,0.04,14.4,0.14,39.54,16.48
31185,NE,CMW,2.84,137.9,0.14,0.04,7.42,0.14,2.78,14.21
32001,NV,SW,8.62,8.64,0.14,0.04,0.19,0.14,0.54,2.48
32003,NV,SW,1.84,83.97,0.14,0.04,0.37,0.14,1.57,2.98
32005,NV,SW,6.31,51.92,0.14,0.05,0.99,0.26,0.45,3.52
32007,NV,SW,6.97,88.87,0.14,0.09,0.58,0.14,1.6,8.19
32009,NV,SW,25.91,49.68,0.14,0.04,0.87,0.15,0.64,8.02
32011,NV,SW,11.09,70.81,0.14,0.04,0.49,0.14,0.85,3.77
32013,NV,SW,3.42,71.61,0.14,0.04,1.76,0.14,1.42,2.36
32015,NV,SW,17.06,56.77,0.14,0.04,2.1,0.14,0.51,18.9
32017,NV,SW,13.36,35.72,0.14,0.04,0.95,0.18,0.65,7.24
32019,NV,SW,17.32,50.18,0.14,0.04,0.61,0.15,1.4,5.12
32021,NV,SW,3.48,27.46,0.14,0.04,0.91,0.21,0.76,13.93
32023,NV,SW,3.82,62.63,0.14,0.05,1.84,0.14,0.64,3.22
32027,NV,SW,5.69,96.3,0.14,0.04,4.26,0.14,1.28,2.7
32029,NV,SW,2.96,7.89,0.14,0.04,0.06,0.14,0.42,0.35
32031,NV,SW,3.29,56.79,0.14,0.04,5.88,0.14,0.42,1.93
32033,NV,SW,1.53,72.63,0.14,0.04,1.08,0.14,0.42,2.67
32510,NV,SW,4.92,22.24,0.14,0.04,0.15,0.14,0.42,18.12
33001,NH,NE,1.59,9.54,0.14,0.04,0.08,0.15,0.42,1.06
33003,NH,NE,0.62,2.97,0.2,0.04,0.08,0.14,0.42,6.31
33005,NH,NE,0.44,8.2,0.18,0.08,0.11,0.14,0.46,0.85
33007,NH,NE,0.4,11.1,0.14,0.04,0.06,0.14,0.42,0.96
33009,NH,NE,0.4,16.2,0.15,0.05,0.09,0.14,0.44,1.78
33011,NH,NE,0.47,10.73,0.14,0.04,0.07,0.14,0.42,0.43
33013,NH,NE,0.76,6.65,0.14,0.04,0.25,0.14,0.42,0.8
33015,NH,NE,3.13,15.82,0.14,0.04,0.06,0.14,0.42,1.47
33017,NH,NE,0.66,5.7,0.14,0.04,0.18,0.15,0.42,0.76
33019,NH,NE,0.55,15.39,0.14,0.04,0.06,0.14,0.42,0.78
34001,NJ,MA,0.37,32.19,0.14,0.04,0.29,0.15,0.59,1.23
34003,NJ,MA,0.69,134.35,0.14,0.04,2.16,0.14,0.47,1.12
34005,NJ,MA,0.42,51.76,0.19,0.04,0.24,0.14,0.74,1.33
34007,NJ,MA,0.43,41.55,0.14,0.04,0.64,0.15,0.8,1.63
34009,NJ,MA,0.58,3.94,0.14,0.04,0.45,0.14,0.6,0.73
34011,NJ,MA,0.58,75.99,0.13,0.05,0.52,0.35,1.62,3.27
34013,NJ,MA,0.64,73.95,0.14,0.04,0.65,0.14,0.77,1.58
34015,NJ,MA,0.72,57.35,0.16,0.04,0.53,0.17,1.08,1.95
34017,NJ,MA,0.48,77.06,0.14,0.04,2.07,0.14,0.42,0.97
34019,NJ,MA,0.9,73.35,0.14,0.04,0.29,0.14,1.27,2.51
34021,NJ,MA,0.42,33.43,0.14,0.04,0.48,0.14,0.53,1.03
34023,NJ,MA,0.45,45.14,0.14,0.05,0.28,0.14,0.53,2.18
34025,NJ,MA,0.4,36.98,0.14,0.04,0.14,0.14,0.51,1.44
34027,NJ,MA,0.71,47.88,0.14,0.05,1.26,0.14,0.85,1.36
34029,NJ,MA,0.36,84.45,0.14,0.04,0.09,0.15,0.5,1.47
34031,NJ,MA,0.46,33.28,0.18,0.09,0.21,0.13,0.67,0.89
34033,NJ,MA,1.37,36.88,0.14,0.04,0.71,0.14,2.29,0.87
34035,NJ,MA,0.68,75.01,0.15,0.07,0.26,0.14,1.1,1.56
34037,NJ,MA,0.39,42.2,0.14,0.04,0.86,0.14,0.74,4.24
